pmid,journal,title,authors,abstract,link,publication_date_raw,publication_date,publication_year,publication_month
40292526,European journal of anaesthesiology,"Plasma concentrations of total and unbound ropivacaine and its metabolite 2',6'-pipecoloxylidide after popliteal sciatic nerve block in chronic kidney disease patients not receiving haemodialysis: A population pharmacokinetic analysis.",Yoo S; Choi BM; Kim DJ; Kim JT,,https://pubmed.ncbi.nlm.nih.gov/40292526/,2025 Aug 1,2025-08-01,2025,2025-08
40260456,European journal of anaesthesiology,Context-specific clinical applicability of the end-expiratory occlusion test to predict fluid responsiveness in mechanically ventilated patients: A systematic review and meta-analysis.,Mulder MP; Potters JW; van Loon LM; Rumindo K; Hallback M; Maksuti E; Donker DW; Diez C,"BACKGROUND: The emergence of context-specific clinical evidence from the end-expiratory occlusion test (EEOT) may change the perception of its operative performance to predict fluid responsiveness. OBJECTIVES: Assessment of predictive performance of the EEOT in the intensive care unit (ICU) and operating room. DESIGN: Systematic review of observational diagnostic test accuracy studies with meta-analysis. DATA SOURCES: MEDLINE, Embase and Scopus were used as data sources for relevant publications until February 2024. ELIGIBILITY CRITERIA: Prospective clinical studies in which the EEOT was used to predict fluid responsiveness in mechanically ventilated adults, regardless of the clinical care context. The operative performance characteristics must also have been reported. RESULTS: Twenty-four studies involving 1073 adult patients (588 receiving intensive care and 485 in the operating room) were systematically reviewed, and 22 studies comprising 1049 volume expansions were meta-analysed. The pooled sensitivity [95% confidence interval (CI)] of the EEOT was 0.87 (0.81 to 0.92), and the pooled specificity was 0.90 (0.85 to 0.94); the median [interquartile range] cardiac index ( CI ) threshold for a positive test was a 5.0 [3.3 to 5.3] increase. The clinical context, the method used for haemodynamic monitoring, the ratio of the averaging time of the monitoring method to the occlusion time, the levels of positive end-expiratory pressure and the choice of cardiac output marker were identified as significant sources of heterogeneity. However, the occlusion duration and tidal volume did not significantly affect its performance. A novel insight is that performance was notably lower in the operating room setting. The likelihood ratios were 14 (positive) and 0.12 (negative) for the ICU, both better than 3.1 and 0.21 for the operating room. The overall quality of the evidence was assessed to be very low, mainly due to high heterogeneity and risk of bias; however, no publication bias was detected. CONCLUSION: The EEOT for predicting fluid responsiveness in critical care performs acceptably well overall and is a confirmative test. In the operating room and/or with specific technical settings, its performance and clinical utility are reduced, driving the need for more context-specific and patient-specific fluid responsiveness assessments.",https://pubmed.ncbi.nlm.nih.gov/40260456/,2025 Aug 1,2025-08-01,2025,2025-08
40258137,Anesthesiology,Breath Analysis of Propofol and Associated Metabolic Signatures: A Pilot Study Using Secondary Electrospray Ionization-High-resolution Mass Spectrometry.,Zeng J; Stankovic N; Singh KD; Steiner R; Frey U; Erb T; Sinues P,"BACKGROUND: Propofol is a widely used anesthetic for total IV anesthesia. Although it is generally safe, rare but serious complications can occur in vulnerable groups, such as critically ill patients and children. Clinicians often rely on surrogate measures ( e.g. , predicted effect-site concentrations or Bispectral Index), yet more direct indicators of anesthetic exposure and metabolic stress would be valuable. The authors hypothesized that pharmacometabolomics via breath analysis could yield real-time insights into propofol concentrations as well as accompanying metabolic responses to surgery. METHODS: In this pilot study, 10 pediatric patients (median age, 5.9 yr; interquartile range, 4.3 to 6.6) undergoing propofol anesthesia contributed 47 breath samples (10 preinduction, 37 postinduction) and 37 blood samples. All samples were analyzed by high-resolution mass spectrometry. Linear mixed-effects models examined associations between exhaled compounds and serum propofol concentrations while accounting for repeated measures in individual patients. Volcano plots were used to identify differential changes in metabolites after propofol induction. RESULTS: Propofol, its metabolites, and endogenous metabolites were readily detected in exhaled breath, demonstrating strong correlations with serum propofol concentrations (partial R (2) >/= 0.65; adjusted P < 0.001). Differential analysis showed significant upregulation of endogenous fatty aldehydes (log 2 [postinduction/preinduction] >/= 1; adjusted P </= 0.05), suggestive of lipid peroxidation and oxidative stress. Exogenous compounds, including benzene and phenols, were also observed, reflecting propofol metabolism in vivo . CONCLUSIONS: This pilot study highlights a robust breath-serum relationship for propofol and reveals surgery-associated shifts in metabolic pathways, including evidence of oxidative stress. These findings underscore the feasibility of exhaled-breath pharmacometabolomics for individualized anesthetic care. Further validation in larger cohorts is warranted to confirm clinical utility and to determine whether real-time breath analysis could ultimately serve as a useful adjunct for guiding anesthetic management and monitoring perioperative metabolic responses.",https://pubmed.ncbi.nlm.nih.gov/40258137/,2025 Aug 1,2025-08-01,2025,2025-08
40254781,Anaesthesia,Evaluating ventilator settings as related to mechanical power: tidal volume vs. respiratory rate dynamics.,El-Khatib MF; Chatburn RL,,https://pubmed.ncbi.nlm.nih.gov/40254781/,2025 Aug,2025-08-01,2025,2025-08
40251137,Anesthesia and analgesia,Association Between Neuromuscular Blockade and Its Reversal With Postoperative Delirium in Older Patients: A Hospital Registry Study.,Ahrens E; Wachtendorf LJ; Shay D; Tenge T; Paschold BS; Rudolph MI; Redaelli S; Kaiser L; Suleiman A; Ma H; Fassbender PJ; Schaefer MS,"BACKGROUND: Nondepolarizing neuromuscular blocking agents (ND-NMBAs) are dose-dependently associated with residual paralysis, delayed recovery, and prolonged hospitalization, factors that can predispose patients to postoperative delirium. We hypothesized that neuromuscular blockade is associated with a higher risk of delirium after surgery, and that this can be mitigated by administration of reversal agents. METHODS: In total, 53,772 adult hospitalized patients aged >/=60 years who underwent general anesthesia for noncardiac, nonneurosurgical, nontransplant procedures between 2008 and 2024 at a tertiary health care network in Massachusetts, were included. The exposure was the intraoperative administration of ND-NMBAs. The primary outcome was 7-day delirium, identified from nursing and physician charts using a keyword-based search strategy paired with manual chart review, Confusion Assessment Method assessments, and International Classification of Diseases (9th/10th Revision, Clinical Modification) diagnostic codes. RESULTS: In total, 43,723 (81.3%) patients received neuromuscular blockade. Approximately 2259 (4.2%) patients developed delirium, 1884 (4.3%) with, and 375 (3.7%) without ND-NMBA administration. In adjusted analyses, administration of ND-NMBAs was dose-dependently associated with a higher risk of postoperative delirium (adjusted odds ratio [OR adj ] 1.15; 95% confidence interval [CI], 1.01-1.31; P = .038 and 1.09; 95% CI, 1.06-1.12; P < .001 per each unit increase in the effective dose required to achieve a 95% twitch reduction). 38,143 (87.2%) patients who received ND-NMBAs also received a reversal agent, which was associated with a lower risk of impaired neuromuscular recovery (preextubation train-of-four ratio <95; OR adj 0.60; 95% CI, 0.49-0.74; P < .001) and delirium (OR adj 0.73; 95% CI, 0.64-0.83; P < .001), compared to no reversal. The adverse effect of ND-NMBAs on delirium risk was eliminated by reversal agent administration (OR adj 1.07; 95% CI, 0.94-1.23; P = .30 with and OR adj 1.52; 95% CI, 1.28-1.79; P < .001 without reversal agent administration). There was no association between administration of neostigmine, compared to sugammadex, with postoperative delirium (OR adj 0.91; 95% CI, 0.73-1.12; P = .36). CONCLUSIONS: Neuromuscular blockade during general anesthesia is dose-dependently associated with a higher risk of postoperative delirium. The administration of reversal agents mitigates this risk and might help reduce the occurrence of delirium after surgery.",https://pubmed.ncbi.nlm.nih.gov/40251137/,2025 Aug 1,2025-08-01,2025,2025-08
40237779,Anesthesiology,Obstetric Anesthesia Workforce Survey: Forty-year Update.,Bucklin BA; Hawkins JL; Asdigian NL; Kennerley V; Pattee J; Traynor AJ,"BACKGROUND: For 40 yr, Obstetric Anesthesia Workforce Surveys have been used every decade to assess trends in obstetric anesthesia practice and potential areas for improvement. Anesthesia providers from U.S. hospitals were surveyed in 2022 to 2023 to provide data for their hospitals from 2021. The primary hypothesis was that obstetric anesthesia services have changed in the last decade. METHODS: Previous workforce surveys were used to develop the 32-question survey about contemporary obstetric anesthesia practice. A hospital sample (n = 1,180) was generated based on number of births per year and U.S. census region. Using web-push survey methodology, a QR code was assigned to the ""Chief of Anesthesiology"" at each hospital. A link to an online Research Electron Data Capture survey was emailed to individuals along with reminder communications. Nonresponding hospitals received paper surveys and self-addressed stamped envelopes for survey return. The results were analyzed using R statistical package at a significance level of P < 0.05. RESULTS: There were 284 (24%) responses to the survey. Hospitals providing obstetric care have decreased 50% over four decades. Of all the respondents, 77% work in nonacademic hospitals without residency programs. Comparing academic to nonacademic hospitals, academic providers are less likely to have other clinical responsibilities: 35% versus 62%, respectively. The weighted overall rate of neuraxial labor analgesia is 84%. Elective cesarean deliveries are usually performed with spinal anesthesia (85%). Neuraxial anesthesia is used in 86% of urgent cesareans, while 14% use general anesthesia. CONCLUSIONS: Despite stable annual birth rates in the United States, the number of hospitals providing obstetric care decreased by 50% over the last 40 yr. This study describes nonacademic practice and not just academic teaching hospitals. Increased access to neuraxial labor analgesia is a dramatic step toward reducing in-hospital maternal mortality and improving healthcare disparities.",https://pubmed.ncbi.nlm.nih.gov/40237779/,2025 Aug 1,2025-08-01,2025,2025-08
40237771,Anesthesiology,Development and External Validation of a Novel In-hospital Mortality Model after Pediatric Congenital Heart Surgery: A Multicenter Retrospective Cohort Study.,Tong C; Li Q; Du X; Shan M; Zhang Y; Wu H; Shen Z; Xu Z; Ge X; Cai S; Fu X; Zhang K; Zhang H; Li S; Miao C; Zheng J,"BACKGROUND: The applicability of four major traditional in-hospital mortality models in the Chinese setting is unclear due to disease spectrum and population heterogeneity. This study aimed to test the performance of these models in the Chinese setting and to construct and externally validate a novel model. METHODS: A total of 21,855 consecutive pediatric patients who underwent congenital heart surgery from January 2015 to December 2021 in Shanghai Children's Medical Center were enrolled. For external validation, the study additionally pooled 5,221 consecutive pediatric patients who underwent this surgical treatment from January 2020 to December 2021 in Beijing Fuwai Hospital. The performance of the Aristotle Basis Complexity (ABC) score, Risk Adjustment for Congenital Heart Surgery (RACHS)-1 categories, Society of Thoracic Surgeons-European Association for Cardiothoracic Surgery (STAT) score, and STAT categories was tested. Independent predictors were used to develop a model. The area under the receiver operating characteristic curves (AUROCs) and Brier score were used to examine the model performance. RESULTS: The AUROCs were 0.778 for ABC score, 0.685 for RACHS-1 categories, 0.808 for STAT score, and 0.784 for STAT categories. When preoperative covariates were added to the four models, the AUROCs improved: ABC score (AUROC = 0.860), RACHS-1 categories (AUROC = 0.844), STAT score (AUROC = 0.856), and STAT categories (AUROC = 0.864). The best-performing model incorporated six variables, including age, height, oxygen support, previous cardiac operation, emergency surgery, and STAT categories. The AUROCs and Brier score were 0.864 and 0.00977 in the development cohort and 0.860 and 0.00654 in the external validation cohort. CONCLUSIONS: The four major traditional models were only moderately effective in predicting in-hospital mortality after congenital heart surgery in the Chinese setting. The novel model founded on the STAT categories in combination with preoperative covariates can serve as a useful and effective tool for predicting the risk of in-hospital mortality after congenital heart surgery in the Chinese setting.",https://pubmed.ncbi.nlm.nih.gov/40237771/,2025 Aug 1,2025-08-01,2025,2025-08
40235368,Anaesthesia,Pulmonary complications after intrathecal morphine administration: a systematic review and meta-analysis with meta-regression and trial sequential analysis.,El-Boghdadly K; Renard Y; Rossel JB; Moka E; Volk T; Rawal N; Jaques C; Szyszko M; Albrecht E,"INTRODUCTION: Intrathecal morphine provides effective postoperative analgesia, but there are concerns about potential pulmonary complications influencing peri-operative management. We aimed to determine whether there is an association between intrathecal morphine administration and pulmonary complications after non-obstetric surgery. We also aimed to determine whether there was a dose-dependent effect on pulmonary complications. METHODS: We searched the literature systematically for randomised controlled trials comparing intrathecal morphine vs. control in patients undergoing any type of non-obstetric surgery under general or spinal anaesthesia. Primary outcomes were rates of postoperative sedation, respiratory depression and hypoxaemia. We performed a meta-analysis and meta-regression for each of our outcomes of interest and conducted trial sequential analysis to assess whether the required information size was achieved. RESULTS: We included 127 trials (7388 patients). Rates of sedation and hypoxaemia were not increased significantly in patients receiving intrathecal morphine (odds ratio 1.00, 95%CI 0.78-1.28, p = 0.98, moderate quality evidence; and 1.22, 95%CI 0.84-1.79, p = 0.30, moderate quality evidence, respectively). There were more episodes of respiratory depression in patients receiving intrathecal morphine than control (odds ratio 1.78, 95%CI 1.19-2.67, p = 0.005, very low-quality evidence), which was no longer significant when morphine doses > 500 mug were not included (odds ratio1.49, 95%CI 0.99-2.23, p = 0.06). Meta-regression revealed associations between dose and rate of sedation, respiratory depression and hypoxaemia, but when doses of > 500 mug were not included, these associations did not persist. Trial sequential analyses suggest that further data may still be required for all outcomes, but statistical significance was reached for respiratory depression. DISCUSSION: There is moderate evidence that intrathecal morphine does not increase rates of sedation or hypoxaemia after non-obstetric surgery. There is very low-quality evidence that intrathecal morphine might increase the rate of respiratory depression.",https://pubmed.ncbi.nlm.nih.gov/40235368/,2025 Aug,2025-08-01,2025,2025-08
40230320,Anaesthesia,Outcomes in patients with chronic heart failure undergoing non-cardiac surgery: a secondary analysis of the METREPAIR international cohort study.,Kirkopoulos A; M'Pembele R; Roth S; Stroda A; Larmann J; Gillmann HJ; Kotfis K; Ganter MT; Bolliger D; Filipovic M; Guzzetti L; Mauermann E; Ionescu D; Spadaro S; Szczeklik W; De Hert S; Beck-Schimmer B; Howell SJ; Lurati Buse GA,"INTRODUCTION: Heart failure is a frequent comorbidity in patients undergoing non-cardiac surgery and an acknowledged risk factor for postoperative mortality. The associations between stable chronic heart failure and postoperative outcomes have not been explored extensively. The aim of this study was to determine associations between stable chronic heart failure and its peri-operative management and postoperative outcomes after major non-cardiac surgery. METHODS: This is a secondary analysis of MET-REPAIR, an international prospective cohort study including patients undergoing non-cardiac surgery aged >/= 45 y with increased cardiovascular risk. Main exposures were stable chronic heart failure and availability of a pre-operative transthoracic echocardiogram. The primary endpoint was the incidence of postoperative major adverse cardiovascular events at 30 days. Secondary endpoints included 30-day mortality and severe in-hospital complications. Multivariable logistic regression models were calculated. RESULTS: Of 15,158 included patients, 3880 (25.6%) fulfilled the diagnostic criteria for stable chronic heart failure, of whom 1397 (36%) were female. Chronic heart failure was associated with increased risk of postoperative 30-day major adverse cardiovascular events (OR 2.04, 95%CI 1.59-2.60), 30-day mortality (OR 1.50, 95%CI 1.17-1.92) and in-hospital complications (OR 1.47, 95%CI 1.30-1.66). Transthoracic echocardiography was performed in 1267 (32.7%) patients with heart failure; 146 (11.5%) patients with heart failure presented with a left ventricular ejection fraction < 40%. Reduced ejection fraction was associated with major adverse cardiovascular events (OR 2.0, 95%CI 1.01-3.81). DISCUSSION: Stable chronic heart failure is independently associated with major adverse cardiovascular events, mortality and severe postoperative complications when measured 30 days after non-cardiac surgery.",https://pubmed.ncbi.nlm.nih.gov/40230320/,2025 Aug,2025-08-01,2025,2025-08
40230308,Anaesthesia,Pre-operative reference ranges for ROTEM((R)) sigma in patients undergoing cardiac surgery: a secondary analysis of two prospective trial cohorts.,van Haeren MMT; Brouwers M; Schenk J; Breel JS; Noteboom SH; Kho E; Eberl S; Veelo DP; Vlaar APJ; Muller MCA; Hermanns H,"INTRODUCTION: Rotational thromboelastometry (ROTEM((R))) is used widely in cardiac surgery. Reference ranges are derived from healthy volunteers but may not be interchangeable with those from patients undergoing cardiac surgery. Furthermore, sex and age seem to influence rotational thromboelastometry profiles. We performed a secondary analysis of two prospective observational study cohorts from a single centre in the Netherlands, which establishes pre-operative ROTEM((R)) sigma reference ranges for adult patients undergoing cardiac surgery and examines sex- and age-specific variations. METHODS: Reference ranges (2.5-97.5th percentiles) were compared with those reported by the manufacturer by calculating 95%CIs around the percentiles. Sex- and age-specific variations were evaluated similarly by creating subgroups (comparing males with females and different age groups) and calculating the 95%CIs for the ranges in each subgroup. Non-overlapping CIs indicated statistically significant different ranges. RESULTS: We included 381 patients in the analysis. Differences were found in ROTEM sigma reference ranges compared with those stated by the manufacturer: EXTEM and FIBTEM clot firmness upper limits were higher, and clotting time ranges in EXTEM and INTEM were wider. The lower limit of LI60 EXTEM was lower. When comparing males (n = 260) and females (n = 121), female patients had shorter CT EXTEM and higher A5, A10 and MCF in EXTEM and FIBTEM, but the reference ranges were not significantly different. No differences in medians or reference bounds were found across four age categories, divided by quartiles. DISCUSSION: Reference ranges for patients undergoing cardiac surgery differed from the manufacturer reference ranges. Pre-operatively, female patients exhibited a slightly more hypercoagulable ROTEM profile than males when comparing medians, though the reference ranges were similar. No differences were found across age categories. Cardiovascular-specific, but not sex- or age-specific ROTEM sigma reference ranges might be needed.",https://pubmed.ncbi.nlm.nih.gov/40230308/,2025 Aug,2025-08-01,2025,2025-08
40227959,Anesthesiology,Development of the Pediatric Scale for Quality of Recovery (PedSQoR).,Graydon C; Stricker PA; Kelleher S; Cravero J; Karim N; Muhly WT; Lee-Archer P,"BACKGROUND: Measuring the quality of a patient's recovery is vital, and reliable patient-centered outcome metrics are needed for clinical investigations and quality improvement. Currently, assessment tools to measure quality of recovery in pediatric patients are lacking. This study aimed to develop a scale to assess the quality of recovery construct in pediatric patients. METHODS: Using a mixed-methods investigative model, item generation was achieved using two complementary approaches. First, a comprehensive review of the literature identified tools and questions that assessed the endpoints relevant to recovery in children. Questions were categorized and then assessed by an expert Delphi panel who determined the most significant domains and items to be included. Concurrently, semistructured interviews were conducted with patients and their families to identify themes related to recovery that were important to patients and families. The resulting pilot questionnaire was administered to patients and their families presenting for elective surgery in the United States and Australia. RESULTS: The literature search identified 41 instruments, comprising 216 questions relevant to recovery. After the initial Delphi round, the item list was reduced to 91 questions, and then to 50 questions after the second round. The themes identified in the semistructured interviews aligned with domains considered important by a panel of experts. A 50-item questionnaire was administered to 1,162 children at multiple timepoints after surgery. Item reduction and factor analysis resulted in the 20-item Pediatric Scale for Quality of Recovery that assesses the domains relevant to physical and psychologic recovery. CONCLUSIONS: The Pediatric Scale for Quality of Recovery scale is a 20-item questionnaire designed to provide a holistic representation of a child's physical, emotional, and psychologic recovery after surgery and anesthesia. It was developed and validated with consumer involvement and a strong patient-centered focus. Once further validation has been established, it is expected to become a standardized endpoint in pediatric perioperative trials and quality improvement projects.",https://pubmed.ncbi.nlm.nih.gov/40227959/,2025 Aug 1,2025-08-01,2025,2025-08
40223488,European journal of anaesthesiology,Remimazolam for successful sedation in children with left-to-right shunt congenital heart disease: An up-and-down sequential allocation trial.,Jin M; Lin H; Qiu L; Xu H; Zhang H; Hou S,"BACKGROUND: The findings of this study offer insights into the utilisation of remimazolam for sedation in paediatric patients with left-to-right shunt congenital heart disease (CHD). OBJECTIVE: To study the median effective dose (ED 50 ) and 95 percentile of the effective dose (ED 95 ) of remimazolam for successful sedation in children with CHD. DESIGN: A nonrandomised, nonblinded study based on the Dixon sequential method. SETTING: Tertiary hospitals in Zhengzhou, Henan Province, study dates: 20 October 2023 to 18 May 2024. PATIENTS: A total of 78 patients, comprising 32 males and 45 females, successfully completed the study. They were selected based on the following criteria: children aged 1 to 6 years with left-to-right shunt CHD; ASA physical status II-III. The key exclusion criteria were: history of allergy to sedative drugs; administration of sedative medications other than the study drug before surgery; severe pre-operative liver or kidney dysfunction; pre-operative bradycardia; and severe pre-operative respiratory diseases. INTERVENTION: The sedation status of the patients was observed for 5 min after intravenous administration of different doses of remimazolam. MAIN OUTCOME MEASURES: The ED 50 and ED 95 of remimazolam for successful sedation in children with CHD. RESULTS: The ED 50 (95% CI) of remimazolam for successful sedation in infants, toddlers and preschool children with CHD were 0.209 (0.184 to 0.234) mg kg -1 , 0.259 (0.234 to 0.284) mg kg -1 and 0.266 (0.207 to 0.325) mg kg -1 , respectively. ED 95 (95% CI) were 0.356 (0.282 to 0.672) mg kg -1 , 0.404 (0.330 to 0.741) mg kg -1 and 0.408 (0.334 to 0.752) mg kg -1 , respectively. No serious adverse reactions were observed with intravenous remimazolam. CONCLUSION: This study explored the ED 50 and ED 95 of remimazolam for pre-operative sedation in children with left-to-right shunt CHD. It provides guidance for pre-operative sedation medication in children with left-to-right shunt CHD. TRIAL REGISTRATION: https://www.chictr.org.cn/Identifier: ChiCTR2300076458.",https://pubmed.ncbi.nlm.nih.gov/40223488/,2025 Aug 1,2025-08-01,2025,2025-08
40203181,Anesthesiology,"Effects of Sedative Doses of Propofol, Dexmedetomidine, and Fentanyl on Memory and Pain in Healthy Young Adults: A Randomized, Controlled, Single-blind Crossover Study Using Functional Magnetic Resonance Imaging at 7 Tesla.",Vogt KM; Simmons MA; Reddy SN; Burlew AC; Kozdron CN; Lavage DR; Wang S; Pryor KO; Shafer SL; Ibrahim T; Aizenstein HJ; Reder LM; Ibinson JW; Fiez JA,"BACKGROUND: Anesthetic agents are well known for their effects on memory and pain; however, previous studies quantifying anesthetic modulation of memory have not included experimental noxious stimulation. This study used functional magnetic resonance imaging to determine how low doses of propofol, dexmedetomidine, and fentanyl affect the brain systems for memory encoding and pain perception. METHODS: This was a single-blind, 1:1:1, randomized, placebo-controlled crossover study of 92 healthy volunteers ages 18 to 40 yr. Effect-site concentrations were targeted for propofol (1.0 mcg/ml), dexmedetomidine (0.15 ng/ml), or fentanyl (0.9 ng/ml). Participants listened to a series of 80 words creating a mental picture. Thirty were accompanied by a 2-s painful shock. Blood oxygen-weighted images were obtained at 7 T using a custom head coil. The primary outcome was next-day memory performance, measured by d', a normalized measure of correct identifications versus false positives. Mixed models were fit to test outcome differences between drug groups. Only statistically significant ( P < 0.05) changes are reported, after adjustment for multiple comparisons. RESULTS: Recollection, reported as mean d' (95% CI), was 1.16 (95% CI, 0.97 to 1.34) under no drug. This was reduced under propofol (0.51; 95% CI, 0.182 to 0.842; P = 0.006) but not under dexmedetomidine (1.04; 95% CI, 0.73 to 1.35; P = 0.99) or fentanyl (0.98; 95% CI, 0.68 to 1.28; P = 0.99). Propofol decreased memory-encoding activation of the hippocampus and amygdala. Propofol reduced pain-related activation in the insula, anterior cingulate, hippocampus, and amygdala. Dexmedetomidine showed decreased memory-related activation in the hippocampus but did not change pain ratings or show activation differences in pain-processing areas. Fentanyl showed decreased memory activation in the hippocampus and amygdala. During painful stimulation, fentanyl decreased activation in the primary somatosensory cortex and insula and increased activation in the anterior cingulate, hippocampus, and amygdala. CONCLUSIONS: These findings add important details to the complex framework of how these distinct anesthetics affect different aspects of cognition through diverse neuroanatomic targets in the brain.",https://pubmed.ncbi.nlm.nih.gov/40203181/,2025 Aug 1,2025-08-01,2025,2025-08
40203179,Anesthesiology,Perioperative Nitric Oxide Conditioning Reduces Acute Kidney Injury in Cardiac Surgery Patients with Chronic Kidney Disease (the DEFENDER Trial): A Randomized Controlled Trial.,Kamenshchikov NO; Tyo MA; Berra L; Kravchenko IV; Kozlov BN; Gusakova AM; Podoksenov YK,"BACKGROUND: Postoperative acute kidney injury (AKI) is a significant concern for cardiac surgery patients with chronic kidney disease (CKD). Effective pharmacologic interventions to mitigate these risks are urgently needed. This study aimed to evaluate the efficacy and safety of perioperative nitric oxide (NO) administration in preventing AKI and limiting CKD progression in patients undergoing cardiac surgery. METHODS: A total of 136 patients with CKD undergoing elective cardiac surgery with cardiopulmonary bypass were randomized into two equal groups: the NO group (n = 68), receiving 80 parts per million NO during the intraoperative period and for 6 h postsurgery, and the control group (n = 68), receiving a sham treatment. The primary outcome was AKI incidence within 7 days postsurgery. RESULTS: AKI incidence was significantly lower in the NO group (16 of 68 patients, 23.5%) compared to the control group (27 of 68 patients, 39.7%) with a relative risk of 0.59 (95% CI, 0.35 to 0.99; P = 0.043). Six months postsurgery, the glomerular filtration rate was higher in the NO group (50 ml . min -1 . 1.73 m -2 [45; 54]) compared to the control group (45 ml . min -1 . 1.73 m -2 [41; 51]; P = 0.038). Postoperative pneumonia was significantly less frequent in the NO group: 10 of 68 (14.7%) versus 20 of 68 (29.4%) with a relative risk of 0.5 (95% CI, 0.25 to 0.99; P = 0.039). NO administration was safe: methemoglobin and nitrogen dioxide levels remained within acceptable ranges, oxidative-nitrosyl stress did not increase, and there were no significant differences between the groups in blood transfusion requirements, platelet counts, or postoperative blood loss volumes. CONCLUSIONS: Perioperative NO administration in CKD patients undergoing cardiac surgery with cardiopulmonary bypass is safe, reduces the incidence of AKI, and slows the progression of renal dysfunction.",https://pubmed.ncbi.nlm.nih.gov/40203179/,2025 Aug 1,2025-08-01,2025,2025-08
40189481,Anaesthesia,Optimising mechanical ventilation: integrating clinical needs with mechanical power reduction strategies.,Cao W,,https://pubmed.ncbi.nlm.nih.gov/40189481/,2025 Aug,2025-08-01,2025,2025-08
40178823,European journal of anaesthesiology,Assessment of the paratracheal force required to occlude the oesophagus: is there a sex difference?: A short scientific report.,Javillier B; Gillain N; Bonhomme V; Deflandre E,,https://pubmed.ncbi.nlm.nih.gov/40178823/,2025 Aug 1,2025-08-01,2025,2025-08
40133080,Anaesthesia,Intra-operative ventilation strategies and their impact on clinical outcomes: a systematic review and network meta-analysis of randomised trials.,Jivraj NK; Lakbar I; Sadeghirad B; Muller MM; Sohn SY; Peel JK; Jaffer A; Phoophiboon V; Trivedi V; Chaudhuri D; Lu C; Liu Y; Giammarioli B; Einav S; Burns KEA,"INTRODUCTION: Postoperative pulmonary complications are common and associated with significant morbidity and mortality; however, the optimal intra-operative ventilation strategy to prevent postoperative pulmonary complications remains unclear. The aim of this study was to evaluate the effect of intra-operative ventilation strategy, including tidal volumes, positive end-expiratory pressure (PEEP) and use of recruitment manoeuvres on the incidence of postoperative pulmonary complications in adults having non-cardiothoracic surgery. METHODS: Relevant databases were searched to identify randomised controlled trials that directly compared intra-operative ventilation strategies among surgical patients who were followed up for > 24 hours postoperatively and reported at least one outcome of interest. RESULTS: A total of 51 randomised controlled trials were included. Compared with a high tidal volume/zero PEEP strategy, low tidal volume strategies likely reduced the risk of postoperative pulmonary complications when combined with: high PEEP (risk ratio (RR) 0.44, 95%CI 0.22-0.87); high PEEP with recruitment manoeuvres (RR 0.60, 95%CI 0.49-0.75); personalised PEEP with recruitment manoeuvres (RR 0.53, 95%CI 0.42-0.69); low PEEP (RR 0.63, 95%CI 0.50-0.78); and low PEEP with recruitment manoeuvres (RR 0.65, 95%CI 0.46-0.93) (all moderate certainty evidence). Compared with a low tidal volume/low PEEP strategy, a low tidal volume strategy with personalised PEEP likely reduces the risk of postoperative pulmonary complications (RR 0.85, 95%CI 0.73-0.99, moderate certainty). DISCUSSION: Among patients undergoing non-cardiothoracic surgery, the use of intra-operative low tidal volume ventilation with a range of acceptable PEEP levels likely reduced the risk of postoperative pulmonary complications compared with high tidal volumes and zero PEEP. This study highlights the need for implementation research at both the provider and system levels to improve intra-operative adherence to lung protective ventilation strategies.",https://pubmed.ncbi.nlm.nih.gov/40133080/,2025 Aug,2025-08-01,2025,2025-08
40127959,Anaesthesia,The use of iron after surgery: a systematic review and meta-analysis.,Lim J; Joo J; MacLean B; Richards T,"INTRODUCTION: Anaemia in patients having surgery is associated with worse postoperative outcomes. Management with intravenous iron is an attractive therapeutic option, however, pre-operative intravenous iron administration is challenging. Evidence from interventional trials suggests that the greatest benefit is after hospital discharge. As anaemia is common after surgery, this meta-analysis aimed to evaluate the efficacy of postoperative iron therapy to increase haemoglobin levels. METHODS: Relevant databases were searched from inception to 6 April 2023. Randomised controlled trials in adults undergoing elective surgery with postoperative anaemia, comparing intravenous or oral iron with control groups were included. The primary outcome was haemoglobin level at the end of study. Secondary outcomes included quality of life; blood transfusion requirements; incidence of adverse events; requirement for readmission; and mortality. RESULTS: Fifteen randomised controlled trials including 1865 patients were identified. Seven studies investigated intravenous iron, six investigated oral iron and two compared intravenous with oral iron. Intravenous iron increased postoperative haemoglobin levels compared with placebo or no intervention (mean difference 4.51 g.l(-1), 95%CI 2.63-6.38, I(2) = 0%, p < 0.01), while oral iron was ineffective (mean difference 0.61 g.l(-1), 95%CI -2.79-4.01, I(2) = 23%, p = 0.66). The subgroup analysis identified patients after orthopaedic surgery as the group with the greatest benefit (mean difference 3.63 g.l(-1), 95%CI 0.78-6.47, I(2) = 20%, p = 0.02). There were no significant differences in the secondary outcomes. DISCUSSION: Our meta-analysis of iron therapy for treating anaemia after major surgery found that intravenous iron administered within 30 days of surgery increased haemoglobin levels effectively, whereas oral iron showed no benefit.",https://pubmed.ncbi.nlm.nih.gov/40127959/,2025 Aug,2025-08-01,2025,2025-08
